activity_id,assay_chembl_id,document_chembl_id,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value
32260,CHEMBL674637,CHEMBL1134862,CHEMBL68920,IC50,nM,41.0,IC50,uM,0.041
32263,CHEMBL621151,CHEMBL1134862,CHEMBL68920,IC50,nM,300.0,IC50,uM,0.3
32265,CHEMBL615325,CHEMBL1134862,CHEMBL68920,IC50,nM,7820.0,IC50,uM,7.82
32267,CHEMBL674637,CHEMBL1134862,CHEMBL69960,IC50,nM,170.0,IC50,uM,0.17
32270,CHEMBL621151,CHEMBL1134862,CHEMBL69960,IC50,nM,40.0,IC50,uM,0.04
32272,CHEMBL615325,CHEMBL1134862,CHEMBL69960,IC50,nM,440.0,IC50,uM,0.44
32680,CHEMBL677833,CHEMBL1145114,CHEMBL137635,IC50,nM,9300.0,IC50,uM,9.3
32770,CHEMBL674643,CHEMBL1124610,CHEMBL306988,IC50,nM,500000.0,IC50,uM,500.0
32772,CHEMBL674643,CHEMBL1124610,CHEMBL66879,IC50,nM,3000000.0,IC50,uM,3000.0
32780,CHEMBL674643,CHEMBL1124610,CHEMBL77085,IC50,nM,96000.0,IC50,uM,96.0
33406,CHEMBL674637,CHEMBL1134862,CHEMBL443268,IC50,nM,5310.0,IC50,uM,5.31
34039,CHEMBL674643,CHEMBL1124610,CHEMBL76979,IC50,nM,264000.0,IC50,uM,264.0
34041,CHEMBL674643,CHEMBL1124610,CHEMBL76589,IC50,nM,125.0,IC50,uM,0.125
34045,CHEMBL674643,CHEMBL1124610,CHEMBL77724,IC50,nM,1250000.0,IC50,uM,1250.0
34047,CHEMBL674643,CHEMBL1124610,CHEMBL420385,IC50,nM,625000.0,IC50,uM,625.0
34049,CHEMBL674643,CHEMBL1124610,CHEMBL76904,IC50,nM,35000.0,IC50,uM,35.0
34051,CHEMBL674643,CHEMBL1124610,CHEMBL1009,IC50,nM,900000.0,IC50,uM,900.0
34669,CHEMBL674637,CHEMBL1134862,CHEMBL304271,IC50,nM,0.45,IC50,uM,0.00045
35294,CHEMBL674643,CHEMBL1124610,CHEMBL296407,IC50,nM,10000.0,IC50,uM,10.0
35296,CHEMBL674643,CHEMBL1124610,CHEMBL309625,IC50,nM,60000.0,IC50,uM,60.0
35297,CHEMBL674643,CHEMBL1124610,CHEMBL77825,IC50,nM,600000.0,IC50,uM,600.0
35301,CHEMBL674643,CHEMBL1124610,CHEMBL421877,IC50,nM,850000.0,IC50,uM,850.0
36518,CHEMBL674643,CHEMBL1124610,CHEMBL310798,IC50,nM,3000.0,IC50,uM,3.0
37510,CHEMBL677833,CHEMBL1145114,CHEMBL135592,IC50,nM,8000.0,IC50,uM,8.0
40025,CHEMBL674643,CHEMBL1124610,CHEMBL309866,IC50,nM,1300000.0,IC50,uM,1300.0
40026,CHEMBL674643,CHEMBL1124610,CHEMBL77381,IC50,nM,1360000.0,IC50,uM,1360.0
41220,CHEMBL674643,CHEMBL1124610,CHEMBL76602,IC50,nM,165000.0,IC50,uM,165.0
41222,CHEMBL674643,CHEMBL1124610,CHEMBL77737,IC50,nM,250000.0,IC50,uM,250.0
41224,CHEMBL674643,CHEMBL1124610,CHEMBL76983,IC50,nM,1250000.0,IC50,uM,1250.0
41226,CHEMBL674643,CHEMBL1124610,CHEMBL308134,IC50,nM,125000.0,IC50,uM,125.0
42300,CHEMBL677833,CHEMBL1145114,CHEMBL136491,IC50,nM,14.0,IC50,uM,0.014
42432,CHEMBL674643,CHEMBL1124610,CHEMBL77280,IC50,nM,1250000.0,IC50,uM,1250.0
42433,CHEMBL674645,CHEMBL1124610,CHEMBL42423,IC50,nM,,IC50,uM,
43662,CHEMBL674643,CHEMBL1124610,CHEMBL76557,IC50,nM,625000.0,IC50,uM,625.0
44685,CHEMBL677833,CHEMBL1145114,CHEMBL336113,IC50,nM,1000.0,IC50,uM,1.0
44690,CHEMBL677833,CHEMBL1145114,CHEMBL133024,IC50,nM,100.0,IC50,uM,0.1
44695,CHEMBL677833,CHEMBL1145114,CHEMBL344652,IC50,nM,13350.0,IC50,uM,13.35
44885,CHEMBL674643,CHEMBL1124610,CHEMBL77814,IC50,nM,350000.0,IC50,uM,350.0
44886,CHEMBL674643,CHEMBL1124610,CHEMBL47986,IC50,nM,14000.0,IC50,uM,14.0
44964,CHEMBL674646,CHEMBL1124610,CHEMBL441343,IC50,nM,,IC50,uM,
45867,CHEMBL677833,CHEMBL1145114,CHEMBL138125,IC50,nM,238.0,IC50,uM,0.238
45872,CHEMBL677833,CHEMBL1145114,CHEMBL137364,IC50,nM,64.0,IC50,uM,0.064
45958,CHEMBL674643,CHEMBL1124610,CHEMBL308339,IC50,nM,1400000.0,IC50,uM,1400.0
45961,CHEMBL674643,CHEMBL1124610,CHEMBL78174,IC50,nM,430000.0,IC50,uM,430.0
46694,CHEMBL674637,CHEMBL1134862,CHEMBL302552,IC50,nM,22.0,IC50,uM,0.022
47278,CHEMBL674643,CHEMBL1124610,CHEMBL309598,IC50,nM,13500.0,IC50,uM,13.5
47286,CHEMBL674643,CHEMBL1124610,CHEMBL78302,IC50,nM,250000.0,IC50,uM,250.0
47933,CHEMBL674637,CHEMBL1134862,CHEMBL67057,IC50,nM,4.5,IC50,uM,0.0045
47936,CHEMBL621151,CHEMBL1134862,CHEMBL67057,IC50,nM,100.0,IC50,uM,0.1
47938,CHEMBL615490,CHEMBL1134862,CHEMBL67057,IC50,nM,,IC50,uM,
48459,CHEMBL677833,CHEMBL1145114,CHEMBL332096,IC50,nM,508.0,IC50,uM,0.508
48552,CHEMBL674643,CHEMBL1124610,CHEMBL77387,IC50,nM,450000.0,IC50,uM,450.0
49320,CHEMBL674637,CHEMBL1134862,CHEMBL432903,IC50,nM,200.0,IC50,uM,0.2
49323,CHEMBL674637,CHEMBL1134862,CHEMBL69964,IC50,nM,210.0,IC50,uM,0.21
49326,CHEMBL674637,CHEMBL1134862,CHEMBL65848,IC50,nM,1410.0,IC50,uM,1.41
49329,CHEMBL621151,CHEMBL1134862,CHEMBL65848,IC50,nM,5000.0,IC50,uM,5.0
49331,CHEMBL615325,CHEMBL1134862,CHEMBL65848,IC50,nM,4320.0,IC50,uM,4.32
49415,CHEMBL679675,CHEMBL1132739,CHEMBL69129,IC50,nM,,IC50,uM,
49986,CHEMBL674643,CHEMBL1124610,CHEMBL78184,IC50,nM,833000.0,IC50,uM,833.0
49988,CHEMBL674643,CHEMBL1124610,CHEMBL76985,IC50,nM,47000.0,IC50,uM,47.0
49992,CHEMBL674643,CHEMBL1124610,CHEMBL145,IC50,nM,1200000.0,IC50,uM,1200.0
50668,CHEMBL674637,CHEMBL1134862,CHEMBL69629,IC50,nM,6.5,IC50,uM,0.0065
50671,CHEMBL621151,CHEMBL1134862,CHEMBL69629,IC50,nM,40.0,IC50,uM,0.04
50673,CHEMBL615325,CHEMBL1134862,CHEMBL69629,IC50,nM,2050.0,IC50,uM,2.05
51141,CHEMBL677833,CHEMBL1145114,CHEMBL136492,IC50,nM,8400.0,IC50,uM,8.4
51244,CHEMBL674643,CHEMBL1124610,CHEMBL77197,IC50,nM,1100000.0,IC50,uM,1100.0
51249,CHEMBL674643,CHEMBL1124610,CHEMBL305695,IC50,nM,560000.0,IC50,uM,560.0
51818,CHEMBL674637,CHEMBL1134862,CHEMBL68258,IC50,nM,20000.0,IC50,uM,20.0
52474,CHEMBL674643,CHEMBL1124610,CHEMBL76587,IC50,nM,6500000.0,IC50,uM,6500.0
52480,CHEMBL674643,CHEMBL1124610,CHEMBL77456,IC50,nM,1250000.0,IC50,uM,1250.0
53212,CHEMBL674637,CHEMBL1134862,CHEMBL66570,IC50,nM,13.0,IC50,uM,0.013
53215,CHEMBL621151,CHEMBL1134862,CHEMBL66570,IC50,nM,200.0,IC50,uM,0.2
53217,CHEMBL615325,CHEMBL1134862,CHEMBL66570,IC50,nM,7500.0,IC50,uM,7.5
53758,CHEMBL674643,CHEMBL1124610,CHEMBL308048,IC50,nM,800000.0,IC50,uM,800.0
53761,CHEMBL674643,CHEMBL1124610,CHEMBL311119,IC50,nM,60000.0,IC50,uM,60.0
53763,CHEMBL674643,CHEMBL1124610,CHEMBL76905,IC50,nM,37000.0,IC50,uM,37.0
53765,CHEMBL674643,CHEMBL1124610,CHEMBL77524,IC50,nM,833000.0,IC50,uM,833.0
54402,CHEMBL674637,CHEMBL1134862,CHEMBL305194,IC50,nM,29.0,IC50,uM,0.029
54405,CHEMBL621151,CHEMBL1134862,CHEMBL305194,IC50,nM,5000.0,IC50,uM,5.0
54407,CHEMBL615325,CHEMBL1134862,CHEMBL305194,IC50,nM,50000.0,IC50,uM,50.0
54979,CHEMBL674643,CHEMBL1124610,CHEMBL307250,IC50,nM,325000.0,IC50,uM,325.0
54990,CHEMBL674643,CHEMBL1124610,CHEMBL80155,IC50,nM,6000.0,IC50,uM,6.0
56107,CHEMBL677833,CHEMBL1145114,CHEMBL343352,IC50,nM,200.0,IC50,uM,0.2
57335,CHEMBL677833,CHEMBL1145114,CHEMBL52765,IC50,nM,44.0,IC50,uM,0.044
57442,CHEMBL674644,CHEMBL1124610,CHEMBL77436,IC50,nM,,IC50,uM,
57444,CHEMBL674643,CHEMBL1124610,CHEMBL311564,IC50,nM,450000.0,IC50,uM,450.0
57445,CHEMBL674643,CHEMBL1124610,CHEMBL76642,IC50,nM,75000.0,IC50,uM,75.0
58119,CHEMBL674637,CHEMBL1134862,CHEMBL308645,IC50,nM,4.7,IC50,uM,0.0047
58122,CHEMBL674637,CHEMBL1134862,CHEMBL67003,IC50,nM,1.8,IC50,uM,0.0018
58125,CHEMBL621151,CHEMBL1134862,CHEMBL67003,IC50,nM,100.0,IC50,uM,0.1
58127,CHEMBL615490,CHEMBL1134862,CHEMBL67003,IC50,nM,,IC50,uM,
58604,CHEMBL674643,CHEMBL1124610,CHEMBL307248,IC50,nM,640000.0,IC50,uM,640.0
60010,CHEMBL674643,CHEMBL1124610,CHEMBL310958,IC50,nM,225000.0,IC50,uM,225.0
60019,CHEMBL674643,CHEMBL1124610,CHEMBL78005,IC50,nM,350000.0,IC50,uM,350.0
61241,CHEMBL677833,CHEMBL1145114,CHEMBL134312,IC50,nM,11.0,IC50,uM,0.011
61373,CHEMBL674643,CHEMBL1124610,CHEMBL77243,IC50,nM,55000.0,IC50,uM,55.0
61374,CHEMBL674643,CHEMBL1124610,CHEMBL80745,IC50,nM,1200.0,IC50,uM,1.2
61378,CHEMBL674643,CHEMBL1124610,CHEMBL77778,IC50,nM,450000.0,IC50,uM,450.0
62047,CHEMBL674637,CHEMBL1134862,CHEMBL305246,IC50,nM,2.8,IC50,uM,0.0028
62050,CHEMBL621151,CHEMBL1134862,CHEMBL305246,IC50,nM,100.0,IC50,uM,0.1
62052,CHEMBL615325,CHEMBL1134862,CHEMBL305246,IC50,nM,750.0,IC50,uM,0.75
62054,CHEMBL674637,CHEMBL1134862,CHEMBL69966,IC50,nM,18.0,IC50,uM,0.018
62057,CHEMBL621151,CHEMBL1134862,CHEMBL69966,IC50,nM,40.0,IC50,uM,0.04
62059,CHEMBL615325,CHEMBL1134862,CHEMBL69966,IC50,nM,620.0,IC50,uM,0.62
62149,CHEMBL679674,CHEMBL1132739,CHEMBL47940,IC50,nM,3200.0,IC50,uM,3.2
62715,CHEMBL674643,CHEMBL1124610,CHEMBL57712,IC50,nM,1300000.0,IC50,uM,1300.0
62720,CHEMBL674643,CHEMBL1124610,CHEMBL77869,IC50,nM,200000.0,IC50,uM,200.0
63367,CHEMBL674637,CHEMBL1134862,CHEMBL69358,IC50,nM,1.2,IC50,uM,0.0012
63370,CHEMBL621151,CHEMBL1134862,CHEMBL69358,IC50,nM,200.0,IC50,uM,0.2
63372,CHEMBL615325,CHEMBL1134862,CHEMBL69358,IC50,nM,1290.0,IC50,uM,1.29
63847,CHEMBL677833,CHEMBL1145114,CHEMBL137189,IC50,nM,200.0,IC50,uM,0.2
63852,CHEMBL677833,CHEMBL1145114,CHEMBL137617,IC50,nM,39.0,IC50,uM,0.039
63857,CHEMBL677833,CHEMBL1145114,CHEMBL137027,IC50,nM,482.0,IC50,uM,0.482
64040,CHEMBL674643,CHEMBL1124610,CHEMBL78257,IC50,nM,800.0,IC50,uM,0.8
64049,CHEMBL674643,CHEMBL1124610,CHEMBL76082,IC50,nM,560000.0,IC50,uM,560.0
64050,CHEMBL674643,CHEMBL1124610,CHEMBL77595,IC50,nM,850000.0,IC50,uM,850.0
65265,CHEMBL674643,CHEMBL1124610,CHEMBL309334,IC50,nM,2500.0,IC50,uM,2.5
65267,CHEMBL674643,CHEMBL1124610,CHEMBL310514,IC50,nM,260000.0,IC50,uM,260.0
66030,CHEMBL674637,CHEMBL1134862,CHEMBL304971,IC50,nM,410.0,IC50,uM,0.41
66033,CHEMBL674637,CHEMBL1134862,CHEMBL69071,IC50,nM,5.9,IC50,uM,0.0059
66037,CHEMBL615325,CHEMBL1134862,CHEMBL69071,IC50,nM,2580.0,IC50,uM,2.58
66490,CHEMBL677833,CHEMBL1145114,CHEMBL137534,IC50,nM,38.0,IC50,uM,0.038
66495,CHEMBL677833,CHEMBL1145114,CHEMBL137788,IC50,nM,335.0,IC50,uM,0.335
67211,CHEMBL674637,CHEMBL1134862,CHEMBL69709,IC50,nM,20000.0,IC50,uM,20.0
67606,CHEMBL677833,CHEMBL1145114,CHEMBL424093,IC50,nM,25.0,IC50,uM,0.025
67808,CHEMBL674643,CHEMBL1124610,CHEMBL77030,IC50,nM,2400.0,IC50,uM,2.4
67822,CHEMBL674643,CHEMBL1124610,CHEMBL78150,IC50,nM,460000.0,IC50,uM,460.0
68467,CHEMBL674637,CHEMBL1134862,CHEMBL69106,IC50,nM,20000.0,IC50,uM,20.0
68470,CHEMBL674637,CHEMBL1134862,CHEMBL264382,IC50,nM,1.1,IC50,uM,0.0011
68473,CHEMBL621151,CHEMBL1134862,CHEMBL264382,IC50,nM,200.0,IC50,uM,0.2
68475,CHEMBL615325,CHEMBL1134862,CHEMBL264382,IC50,nM,1950.0,IC50,uM,1.95
69112,CHEMBL674643,CHEMBL1124610,CHEMBL308133,IC50,nM,1500000.0,IC50,uM,1500.0
69116,CHEMBL674643,CHEMBL1124610,CHEMBL307179,IC50,nM,160000.0,IC50,uM,160.0
69854,CHEMBL674637,CHEMBL1134862,CHEMBL305782,IC50,nM,180.0,IC50,uM,0.18
69857,CHEMBL674637,CHEMBL1134862,CHEMBL308672,IC50,nM,450.0,IC50,uM,0.45
69860,CHEMBL621151,CHEMBL1134862,CHEMBL308672,IC50,nM,500.0,IC50,uM,0.5
69862,CHEMBL615490,CHEMBL1134862,CHEMBL308672,IC50,nM,,IC50,uM,
70342,CHEMBL677833,CHEMBL1145114,CHEMBL133023,IC50,nM,24.0,IC50,uM,0.024
70559,CHEMBL674643,CHEMBL1124610,CHEMBL310400,IC50,nM,375000.0,IC50,uM,375.0
71575,CHEMBL677833,CHEMBL1145114,CHEMBL136674,IC50,nM,71.0,IC50,uM,0.071
71725,CHEMBL674643,CHEMBL1124610,CHEMBL73820,IC50,nM,25000.0,IC50,uM,25.0
71727,CHEMBL674643,CHEMBL1124610,CHEMBL79064,IC50,nM,230000.0,IC50,uM,230.0
71728,CHEMBL674643,CHEMBL1124610,CHEMBL77803,IC50,nM,500.0,IC50,uM,0.5
71729,CHEMBL674643,CHEMBL1124610,CHEMBL75718,IC50,nM,2400000.0,IC50,uM,2400.0
71733,CHEMBL674643,CHEMBL1124610,CHEMBL77298,IC50,nM,153000.0,IC50,uM,153.0
78012,CHEMBL679949,CHEMBL1133768,CHEMBL432941,IC50,nM,8880.0,IC50,uM,8.88
79181,CHEMBL679949,CHEMBL1133768,CHEMBL420609,IC50,nM,100000.0,IC50,uM,100.0
80323,CHEMBL679949,CHEMBL1133768,CHEMBL419682,IC50,nM,100000.0,IC50,uM,100.0
81208,CHEMBL674698,CHEMBL1134917,CHEMBL322395,IC50,nM,3000.0,IC50,nM,3000.0
83552,CHEMBL679949,CHEMBL1133768,CHEMBL88462,IC50,nM,100000.0,IC50,uM,100.0
84549,CHEMBL679949,CHEMBL1133768,CHEMBL431996,IC50,nM,56500.0,IC50,uM,56.5
85635,CHEMBL679949,CHEMBL1133768,CHEMBL91250,IC50,nM,100000.0,IC50,uM,100.0
85644,CHEMBL679949,CHEMBL1133768,CHEMBL88771,IC50,nM,100000.0,IC50,uM,100.0
87623,CHEMBL679949,CHEMBL1133768,CHEMBL91815,IC50,nM,100000.0,IC50,uM,100.0
88634,CHEMBL679949,CHEMBL1133768,CHEMBL328029,IC50,nM,100000.0,IC50,uM,100.0
88643,CHEMBL679949,CHEMBL1133768,CHEMBL314995,IC50,nM,100000.0,IC50,uM,100.0
91573,CHEMBL679949,CHEMBL1133768,CHEMBL88483,IC50,nM,100000.0,IC50,uM,100.0
91582,CHEMBL679949,CHEMBL1133768,CHEMBL313746,IC50,nM,100000.0,IC50,uM,100.0
91591,CHEMBL679949,CHEMBL1133768,CHEMBL89363,IC50,nM,100000.0,IC50,uM,100.0
92603,CHEMBL679949,CHEMBL1133768,CHEMBL276711,IC50,nM,100000.0,IC50,uM,100.0
96622,CHEMBL679949,CHEMBL1133768,CHEMBL313500,IC50,nM,100000.0,IC50,uM,100.0
98658,CHEMBL679949,CHEMBL1133768,CHEMBL89010,IC50,nM,100000.0,IC50,uM,100.0
98667,CHEMBL679949,CHEMBL1133768,CHEMBL86531,IC50,nM,29100.0,IC50,uM,29.1
99530,CHEMBL679949,CHEMBL1133768,CHEMBL315753,IC50,nM,100000.0,IC50,uM,100.0
104507,CHEMBL679949,CHEMBL1133768,CHEMBL88606,IC50,nM,100000.0,IC50,uM,100.0
104516,CHEMBL679949,CHEMBL1133768,CHEMBL313821,IC50,nM,100000.0,IC50,uM,100.0
105574,CHEMBL679549,CHEMBL1127678,CHEMBL266969,IC50,nM,50000.0,IC50,uM,50.0
105738,CHEMBL673925,CHEMBL1134843,CHEMBL138691,IC50,nM,4.2,IC50 app,nM,4.2
105739,CHEMBL677216,CHEMBL1134843,CHEMBL138691,IC50,nM,2282.0,IC50,nM,2282.0
106110,CHEMBL680020,CHEMBL1131066,CHEMBL51283,IC50,nM,,IC50,uM,
106119,CHEMBL679947,CHEMBL1130057,CHEMBL52829,IC50,nM,4.0,IC50,nM,4.0
106120,CHEMBL679947,CHEMBL1130057,CHEMBL52823,IC50,nM,380.0,IC50,nM,380.0
106688,CHEMBL679549,CHEMBL1127678,CHEMBL8000,IC50,nM,100000.0,IC50,uM,100.0
106691,CHEMBL621149,CHEMBL1127678,CHEMBL8000,IC50,nM,50000.0,IC50,uM,50.0
106877,CHEMBL673925,CHEMBL1134843,CHEMBL139307,IC50,nM,3.3,IC50 app,nM,3.3
106878,CHEMBL677216,CHEMBL1134843,CHEMBL139307,IC50,nM,194.0,IC50,nM,194.0
107294,CHEMBL680020,CHEMBL1131066,CHEMBL111913,IC50,nM,,IC50,uM,
107298,CHEMBL680019,CHEMBL1131066,CHEMBL322298,IC50,nM,200.0,IC50,uM,0.2
107302,CHEMBL680019,CHEMBL1131066,CHEMBL111434,IC50,nM,670.0,IC50,uM,0.67
107306,CHEMBL680019,CHEMBL1131066,CHEMBL111197,IC50,nM,30.0,IC50,uM,0.03
107803,CHEMBL677391,CHEMBL1127560,CHEMBL291667,IC50,nM,100000.0,IC50,uM,100.0
107904,CHEMBL679549,CHEMBL1127678,CHEMBL8091,IC50,nM,100000.0,IC50,uM,100.0
107990,CHEMBL673925,CHEMBL1134843,CHEMBL136058,IC50,nM,0.81,IC50 app,nM,0.81
107991,CHEMBL677216,CHEMBL1134843,CHEMBL136058,IC50,nM,8.8,IC50,nM,8.8
107993,CHEMBL677213,CHEMBL1134843,CHEMBL136058,IC50,nM,8.8,IC50,nM,8.8
108287,CHEMBL680019,CHEMBL1131066,CHEMBL113128,IC50,nM,50000.0,IC50,uM,50.0
108291,CHEMBL680020,CHEMBL1131066,CHEMBL109547,IC50,nM,,IC50,uM,
108323,CHEMBL679947,CHEMBL1130057,CHEMBL51854,IC50,nM,3.8,IC50,nM,3.8
108863,CHEMBL683041,CHEMBL1135208,CHEMBL939,IC50,nM,515.0,IC50,uM,0.515
108868,CHEMBL683041,CHEMBL1135208,CHEMBL95320,IC50,nM,850.0,IC50,uM,0.85
109085,CHEMBL679549,CHEMBL1127678,CHEMBL8271,IC50,nM,100000.0,IC50,uM,100.0
109639,CHEMBL680020,CHEMBL1131066,CHEMBL323775,IC50,nM,,IC50,uM,
109692,CHEMBL679947,CHEMBL1130057,CHEMBL298931,IC50,nM,17.0,IC50,nM,17.0
110218,CHEMBL677391,CHEMBL1127560,CHEMBL292323,IC50,nM,6500.0,IC50,uM,6.5
110240,CHEMBL676146,CHEMBL1127084,CHEMBL334334,IC50,nM,9000.0,IC50,uM,9.0
110242,CHEMBL676146,CHEMBL1127084,CHEMBL316764,IC50,nM,100000.0,IC50,uM,100.0
110479,CHEMBL673925,CHEMBL1134843,CHEMBL545315,IC50,nM,1.5,IC50 app,nM,1.5
110480,CHEMBL677216,CHEMBL1134843,CHEMBL545315,IC50,nM,7.4,IC50,nM,7.4
110482,CHEMBL677213,CHEMBL1134843,CHEMBL545315,IC50,nM,7.4,IC50,nM,7.4
111014,CHEMBL680019,CHEMBL1131066,CHEMBL111365,IC50,nM,1300.0,IC50,uM,1.3
111018,CHEMBL680020,CHEMBL1131066,CHEMBL113521,IC50,nM,,IC50,uM,
111131,CHEMBL679947,CHEMBL1130057,CHEMBL52591,IC50,nM,4.3,IC50,nM,4.3
111701,CHEMBL677391,CHEMBL1127560,CHEMBL64459,IC50,nM,100000.0,IC50,uM,100.0
111719,CHEMBL676146,CHEMBL1127084,CHEMBL129989,IC50,nM,100000.0,IC50,uM,100.0
111721,CHEMBL676146,CHEMBL1127084,CHEMBL132907,IC50,nM,20000.0,IC50,uM,20.0
111730,CHEMBL679549,CHEMBL1127678,CHEMBL268368,IC50,nM,100000.0,IC50,uM,100.0
111935,CHEMBL673925,CHEMBL1134843,CHEMBL422292,IC50,nM,1.5,IC50 app,nM,1.5
111936,CHEMBL677216,CHEMBL1134843,CHEMBL422292,IC50,nM,51.0,IC50,nM,51.0
112444,CHEMBL680020,CHEMBL1131066,CHEMBL51573,IC50,nM,,IC50,uM,
112448,CHEMBL680019,CHEMBL1131066,CHEMBL110034,IC50,nM,5000.0,IC50,uM,5.0
112452,CHEMBL680019,CHEMBL1131066,CHEMBL113023,IC50,nM,250.0,IC50,uM,0.25
112518,CHEMBL679947,CHEMBL1130057,CHEMBL417420,IC50,nM,2.9,IC50,nM,2.9
113112,CHEMBL677391,CHEMBL1127560,CHEMBL304414,IC50,nM,10000.0,IC50,uM,10.0
113789,CHEMBL680019,CHEMBL1131066,CHEMBL106232,IC50,nM,4500.0,IC50,uM,4.5
113793,CHEMBL680019,CHEMBL1131066,CHEMBL327127,IC50,nM,90.0,IC50,uM,0.09
113901,CHEMBL679947,CHEMBL1130057,CHEMBL294475,IC50,nM,0.81,IC50,nM,0.81
113902,CHEMBL680026,CHEMBL1130057,CHEMBL294475,IC50,nM,3.1,IC50,nM,3.1
114492,CHEMBL679549,CHEMBL1127678,CHEMBL266487,IC50,nM,50000.0,IC50,uM,50.0
114538,CHEMBL677390,CHEMBL1127560,CHEMBL293261,IC50,nM,850.0,IC50,uM,0.85
115001,CHEMBL680020,CHEMBL1131066,CHEMBL323405,IC50,nM,,IC50,uM,
115005,CHEMBL680020,CHEMBL1131066,CHEMBL331366,IC50,nM,,IC50,uM,
115064,CHEMBL679947,CHEMBL1130057,CHEMBL53310,IC50,nM,13.0,IC50,nM,13.0
115581,CHEMBL679549,CHEMBL1127678,CHEMBL267019,IC50,nM,2500.0,IC50,uM,2.5
115911,CHEMBL673925,CHEMBL1134843,CHEMBL285063,IC50,nM,0.7,IC50 app,nM,0.7
115912,CHEMBL677216,CHEMBL1134843,CHEMBL285063,IC50,nM,2.7,IC50,nM,2.7
115914,CHEMBL673925,CHEMBL1134843,CHEMBL136404,IC50,nM,0.5,IC50 app,nM,0.5
115915,CHEMBL677216,CHEMBL1134843,CHEMBL136404,IC50,nM,7.7,IC50,nM,7.7
116316,CHEMBL680019,CHEMBL1131066,CHEMBL113356,IC50,nM,50000.0,IC50,uM,50.0
116920,CHEMBL677391,CHEMBL1127560,CHEMBL291979,IC50,nM,54100.0,IC50,uM,54.1
116922,CHEMBL677391,CHEMBL1127560,CHEMBL62843,IC50,nM,100000.0,IC50,uM,100.0
116924,CHEMBL677391,CHEMBL1127560,CHEMBL63009,IC50,nM,100000.0,IC50,uM,100.0
117058,CHEMBL679549,CHEMBL1127678,CHEMBL267941,IC50,nM,50000.0,IC50,uM,50.0
117213,CHEMBL673925,CHEMBL1134843,CHEMBL334697,IC50,nM,0.17,IC50 app,nM,0.17
117214,CHEMBL677217,CHEMBL1134843,CHEMBL334697,IC50,nM,13.0,IC50,nM,13.0
117228,CHEMBL673925,CHEMBL1134843,CHEMBL434827,IC50,nM,0.73,IC50 app,nM,0.73
117229,CHEMBL677216,CHEMBL1134843,CHEMBL434827,IC50,nM,21.0,IC50,nM,21.0
117231,CHEMBL679948,CHEMBL1134843,CHEMBL434827,IC50,nM,21.0,IC50,nM,21.0
118165,CHEMBL677391,CHEMBL1127560,CHEMBL292287,IC50,nM,100000.0,IC50,uM,100.0
118168,CHEMBL677391,CHEMBL1127560,CHEMBL64430,IC50,nM,5000.0,IC50,uM,5.0
118170,CHEMBL677391,CHEMBL1127560,CHEMBL64068,IC50,nM,100000.0,IC50,uM,100.0
118172,CHEMBL677391,CHEMBL1127560,CHEMBL62067,IC50,nM,100000.0,IC50,uM,100.0
118174,CHEMBL677391,CHEMBL1127560,CHEMBL64814,IC50,nM,100000.0,IC50,uM,100.0
118461,CHEMBL673925,CHEMBL1134843,CHEMBL137082,IC50,nM,2.7,IC50 app,nM,2.7
118462,CHEMBL677216,CHEMBL1134843,CHEMBL137082,IC50,nM,156.0,IC50,nM,156.0
118831,CHEMBL680019,CHEMBL1131066,CHEMBL299347,IC50,nM,50000.0,IC50,uM,50.0
118835,CHEMBL680019,CHEMBL1131066,CHEMBL324926,IC50,nM,330.0,IC50,uM,0.33
118874,CHEMBL679947,CHEMBL1130057,CHEMBL53311,IC50,nM,82.0,IC50,nM,82.0
119381,CHEMBL677391,CHEMBL1127560,CHEMBL62176,IC50,nM,1000.0,IC50,uM,1.0
119394,CHEMBL676146,CHEMBL1127084,CHEMBL130694,IC50,nM,20000.0,IC50,uM,20.0
119396,CHEMBL676146,CHEMBL1127084,CHEMBL423159,IC50,nM,21000.0,IC50,uM,21.0
119922,CHEMBL680019,CHEMBL1131066,CHEMBL109759,IC50,nM,5000.0,IC50,uM,5.0
119990,CHEMBL679947,CHEMBL1130057,CHEMBL299622,IC50,nM,0.76,IC50,nM,0.76
119991,CHEMBL680026,CHEMBL1130057,CHEMBL299622,IC50,nM,30.0,IC50,nM,30.0
120871,CHEMBL673925,CHEMBL1134843,CHEMBL138363,IC50,nM,1.6,IC50 app,nM,1.6
120872,CHEMBL677216,CHEMBL1134843,CHEMBL138363,IC50,nM,44.0,IC50,nM,44.0
120874,CHEMBL673925,CHEMBL1134843,CHEMBL93464,IC50,nM,0.55,IC50 app,nM,0.55
120875,CHEMBL677216,CHEMBL1134843,CHEMBL93464,IC50,nM,8.7,IC50,nM,8.7
121283,CHEMBL680020,CHEMBL1131066,CHEMBL112080,IC50,nM,,IC50,uM,
121309,CHEMBL679947,CHEMBL1130057,CHEMBL53831,IC50,nM,1.5,IC50,nM,1.5
121310,CHEMBL679947,CHEMBL1130057,CHEMBL299881,IC50,nM,2.3,IC50,nM,2.3
121311,CHEMBL679947,CHEMBL1130057,CHEMBL50027,IC50,nM,2550.0,IC50,nM,2550.0
